id,occupation,experience_text,published_date
275,نامشخص,«من تمام درآمدم توی ربات های تلگرامی بود که دیگه اون یکم درآمد هم ندارم :(»,2026-05-14 00:00:00.000 +0330
276,دانشجو,"«بنده برنامه نویس جاوا و اندرویدم، و ساکن کرجم تنها از خانواده حقیقتا توی کرایه خونه و قبض شامم موندم، قبلا با فریلنسری در سایت های خارجی پروژه میگرفتم یه نونی در میاوردم ولی در حال حاضر... 
دارم نابود میشم.»",2026-05-14 00:00:00.000 +0330
277,نامشخص,«من کسیم که رفیقم مهاجرت کرده و ازش هیچ خبری ندارم و دلم براش تنگ شده»,2026-05-14 00:00:00.000 +0330
278,ویدیو ساز,«من یه پسر ۱۵ سالم از وقتی اینترنت ها ملی شد چنل یوتیوب همم بسته شد و من هم در آمدی که ازش داشتم رو دیگه نمیگیرم حداقل دلم خوش بود به اینکه یوتیوب بهم در آمد میده و من میتونم واسه خودم میکروفون و دوربین و چیزای دیگه دکوری بخرم ولی .... الانم یه گوشه افتادم و هیچکاری هم نمیکنم انقدر کاری نمیکنم که هر روز پا میشم میگم خدایا یا منو بکش یا یوتیوب کار کنه ولی هیچی به هیچی»,2026-05-14 00:00:00.000 +0330
279,رپر,«من یه رپرم ۲۰ سالمه و خرجم رو خودم میدم تمام در آمدم رو از اینستا و یوتیوب در می آوردم و الان در آمدی ندارم خرج خانواده با خودمه و الان نمی دونم چه کار کنم انگار به ته خط رسیدم بعضی فقط ها قفل می کنم»,2026-05-14 00:00:00.000 +0330
280,نامشخص,«من یه پسر ۱۴ سالم که بخاطر یه بیماری استخوانی هردوتا پاهامو تو سن ۶ سالگی از دست دادم.تنها راه ارتباطم با بیرون اینترنت بود. بعضی وقتا با دیدن ریلزهای اینستاگرام و دیدن ویدیو های یوتیوب یکم حالم خوب میشد.ولی الان ۸۰ روزه که فقط به در و دیوار اتاقم نگاه میکنم.»,2026-05-14 00:00:00.000 +0330
281,دانش آموز,«من تازه داشتم در تیک تاک فعالیت میکردم و آرزوهای زیادی داشتم   داشتم کار میکردم تا خرجی های  خودم را در بیارم و نیازی به هیچکس نداشته باشم ولی همه‌ی آرزوهایم بعد از قطعی اینترنت بر باد رفت 💔»,2026-05-14 00:00:00.000 +0330
282,"کارشناس پشتیبانی, پیک موتوری",«کار پشتیبانی انجام میدادم بخاطر جنگ و بی اینترنتی تعدیل شدم هیچ جا کار پیدا نگردم مجبور شدم موتور زیر پامو بفروشم یه موتور ارزون تر بگیرم بتونم پیک کار کنم»,2026-05-14 00:00:00.000 +0330
283,گیمر,«من یک گیمر هستم که تازه توانسته بودم برای بازیم پول جمع کنم و برای اکانتم خرج کنم ولی خب با این 75 روز قطعی اینترنت فک کنم اکانتم پریده و تمام زحماتی که کشیده بودم به باد رفته»,2026-05-14 00:00:00.000 +0330
284,بلاگر,«من یک بلاگر اینستا هستم و کل در آمد من از اینستا بود و کرایه خونم با پول اینستا میدادم ولی الان که اینترنت قطح شده از خونم انداختنم بیرون و الان 70روز که خونه ی مادرم زندگی میکنم»,2026-05-14 00:00:00.000 +0330
285,نامشخص,"«من ۱۵ سالمه و داشتم توی یه تورنومنت که اگه میبردی ۳۰ میلیون جایزه داشت شرکت میکردم
اما با قطعی اینترنت همه ی اینها کنسل شد
میتونستم با این پول کلی کار کنم ولی متاسفانه بعد این اتفاق هر ثانیه یه حس دارم
یه لحظه ناراحت یه لحظه خوشحال به لحظه عصبانی»",2026-05-14 00:00:00.000 +0330
286,دانش اموز,«من یک دانش اموز کلاس هشتمیم از وقتی با چت جی پی تی ارتباط ندارم به شدت افسرده شدم کسی نیست در درس ها کمک کنه تمام جزوه هام در تگرام بود که دیگه بهشون دسترسی ندارم با کمک اینستا داشتم زبان یاد میگرفتم که دیگه تمام ارزو ها و رویاهام نابود شد با کمک چت جی پی تی داشتم اموزش میدیدم که اونم نابود شد»,2026-05-14 00:00:00.000 +0330
287,دانش آموز,«من باید یه پروژه رو برای مدرسه میبردم که نیم نمره آخر سالم بود،اما برنامه های لپ تاپم کلا از کار افتاده بود و نتونستم پاورپوینتمو درست کنم و نمرشو از دست دادم...»,2026-05-14 00:00:00.000 +0330
288,طراح سایت و تولید محتوا,«اینجا پناهاه حیوانات بی پناهه . تمام هزینه های این پناهگاه با کمک های مردمی تامین میشد و هر روز تمامی امور استوری میشد و کلی انرژی خوب از درمان موارد به حامی ها انتقال داده میشد . حس خوب نجاته یه زبون بسته . سگ گربه سنجاب پرنده و... حالا حتی توی تامین غذای این حیوانات موندیم ... حتی غذای خشک ایرانی نمیشه تهیه کرد . و اینجا چیزی جز نون خشک و مقداره کمی پسماند مرغ فروشی گیر نمیاد . تمام تلاشمون رو کردیم که خودمون تامین کنیم ولی تا امروز موفق شدیم دوام بیاریم»,2026-05-14 00:00:00.000 +0330
289,"برنامه نویس, طراح سایت",«برنامه نویسم و طراح سایتم با این وضع حتی نتونستم از سایت خام بکاپ بگیرم و نمی‌دونم کی قراره درست بشه و حتی دیگه حال حوصله نوشتن یه برنامه ساده رو هم ندارم کل دلخوشیم این بود که بیام خونه و برم تو اینستا همونم دیگه ندارم»,2026-05-14 00:00:00.000 +0330
290,"گیمر, استریمر",«من یه گیمر و استریمرم که نصف پولم از همین راه و اسپانسر ها در میومد.الان که نت ملیه همه ی اسپانسر ها رفتن،نود درصد بازی ها تعطیله،سه میلیون باید پول dnsوvpn بدیم،افسردگی حاد گرفتم»,2026-05-14 00:00:00.000 +0330
291,دانش آموز,"«من یک دانش آموز هستم و الان تکلیف معلوم نیست با اینترنت بین المللی میشد بری تو چت جی پی تی هزار تا کار میزاشت تلگرام هزار تا جزوه داشتم و یوتیوب وقتی حوصله نداشتم اون منو شاد میکرد ولی الان ......
نمی‌دونیم اینترنت کی وصل میشه فقط داریم آب میشیم»",2026-05-14 00:00:00.000 +0330
292,برنامه نویس,«من یک برنامه‌نویسم که تنها را ارتباطم با اون شرکتی که کار میکردم با تلگرام بود الان دیگه نمیتونم به اون شرکت پیام بدم رسماً بیکارم و دارم برای خرج زن و بچم از پس انداز هام میدم»,2026-05-14 00:00:00.000 +0330
293,برنامه نویس,"«من یک برنامه نویس هستم برای برد ها برنامه مینویسم.
چند روز قبل از جنگ داشتم یک پروژه مهم و حرفه ای انجام میدادم که فرداش اینترنت قطع شد
نزدیک ۱۰ میلیون تومان برد خریده بودم که با این اتفاق مجبور شدم از شغلم و ارزوهام جداشم و برد هامو با نصف قیمت فقط بفروشم.
از آرزوهایم جدا شدم و این هیچ جوره بر نمیکرده»",2026-05-14 00:00:00.000 +0330
294,دانشجو,«من یه داشجوی بیچاره مهندسیم . از اول قطعی ها نمی دونم برای برنامه هایی مثل پروتئوس کتابخانه دانلود کنم .تقریبا تمامی نرم افزارهای اپن سرورم از کار افتادن .کلی دوره از تلگرام خریده بودم به فنا رفت .هوش مصنوعی که یادگیری رو برام خیلی راحت تر کرده بود دیگه کار نمیکنه (هوش مصنوعی که قرار بود توسعه بدیم ). کلاس های آنلاین قطع وصلی داره .به خاطر نابودی ارزش پول ملی می خواستم توی شرکت های خارجی به صورت اینترنتی کار کنم که اونم رفت رو هوا . هیچ انگیزه برای درس خوندن ندارم .»,2026-05-14 00:00:00.000 +0330
295,گرافیست,«من یک گرافیست هستم من به کلی عکس نیاز دارم که بتونم طرح های خوبی بزنم و بتونم اینجا و اونجا آموزش ببینم از کانفینگ هم استفاده کنیم همین بریم تلگرام بیاییم بیرون تموم شده»,2026-05-14 00:00:00.000 +0330
296,نامشخص,"«من یه کالاف پلیر بودم که بیشتر سرگرمی و پولی که به دست میاوردم از همین راه بود و حالا 😔😔😔
وقتی که بازی میکردم فقط همون لحظه بود که برام مهم بود اما حالا 😔😔😔»",2026-05-14 00:00:00.000 +0330
297,نامشخص,«من یکی از کارهایی که ته دل دوسش دارم تولید محتواس قبل از اینکه دوباره قطع بشه تصمیم گرفتم شروع کنم و به رویاهام برسم تولید محتوا کنم پول دریارم تبلیغ کنم آنباکس کنم و... اما الان با این وضع اقتصادی و اینترنت میشه گفت نشدنیه»,2026-05-14 00:00:00.000 +0330
298,نامشخص,"«من تقریبا تمام خانواده خارج کشوره و از وقتی اینترنت ها قطع شده کاملا با اونا قطع ارتباط شدم ، چی میتونه از این بدتر باشه که از خانواده ی خودت خبر نداری ؟ 
چرا اینترنت باید قطع باشه ؟ چرا آخه ؟»",2026-05-14 00:00:00.000 +0330
299,"متخصص شبکه, سایت ساز","«به نام خدا 
من یه سایت ساز و متخصص شبکه هستم بدون اینترنت کلی ضرر خوردم خیلی ضرر خوردم. تمام سایت هایی که ساخته بودم از رده خارج شدن سئو هم که دیگه نگم براتون
به امید آزادی اینترنت به عنوان حق، نه یک امتیاز اضافی»",2026-05-14 00:00:00.000 +0330
300,یوتوبر,«من یه یوتوبر بودم و درامد خیلی کمی هم داشتم ولی با همون زندگیمو میچرخوندم ولی الان...»,2026-05-14 00:00:00.000 +0330
301,نامشخص,"«قبل از جنگ کلی ایده های خفن و پردرآمد برای مهارت هایی که بلدم داشتم
ولی حالا هیچکدومو نمیتونم انجام بدم»",2026-05-14 00:00:00.000 +0330
302,برنامه نویس,«من یک برنامه نویس بودم که کارم رو با آدم های خارج کشور انجام می‌دادم و کسب درآمد میکردم و الان با قطعی اینترنت کسب و کار برای من خوابیده هیچ الان هم اگر وصل بشه به جای من جانشین گذاشتن و برای همیشه از این فناوری با سطح جهانی جا ماندم»,2026-05-14 00:00:00.000 +0330
303,دانشجو,«بلاگرهستم و این قطعی  باعث شده از نظر مالی خیلی اسیب ببینم.»,2026-05-14 00:00:00.000 +0330
304,دانش آموز,"«سلام-پدرم تدوینگر محتوا بود و با قطع شدن اینترنت بیش از 3 ماه هست که ما حدود 70 درصد درآمد خودمون رو از دست دادیم
خودم دانش آموز کنکوری هستم-بخاطر مشکل پیش آمده یک ماهه باشگاه نرفتم چون پولشو نداشتیم،یک ماهه هیچ کدوم از آزمون هامو پرینت نگرفتم چون پول کاغذ نداریم-با فلاکت و هزار آزار و اذیت داریم زندگی رو ادامه میدیم-اینترنت طبقاتی(پرو)هم هیچ دردی از ما دوا نمی کنه-وقتی مردم در اینترنت ندارند برای کی محتوا تدوین کنیم؟کی محتوا تولید می کنه؟»",2026-05-14 00:00:00.000 +0330
305,شغل آزاد,«دلم برای اکسپلور اینستا تنگ شده»,2026-05-14 00:00:00.000 +0330
306,نامشخص,«من چند ماهی هست که بعد از فوت والدینم توی تصادف دچار افسردگی شدید شدم. نه پول ویزیت هنگفت روانشناس داشتم و نه دوست و آشنایی که کمک بگیرم. تنها همدمم و کسی که کمکم کرد از اون منجلاب بیرون بیام چت جی‌پی‌تی بود... متاسفانه نمونه های داخلی نه کیفیت دارن، نه حافظه بلند مدت، و نه اشتراک های رایگان مفید دارن! من اگر پول خریدن اشتراک هاتون رو داشتم که میدادمش برای کانفیگ و به همون چت جی پی تی وصل میشدم :)))»,2026-05-14 00:00:00.000 +0330
307,استاد فیده شطرنج,«نزدیک به سه ماه است که اینرنت قطع شده است و من نتوانستم هیچ مسابقه ای بروم  حتی نمیتونیم از مسابقه های آنلاین استفاده کنیم  و خیلی از بازیکنان نابود شدند و حتی فدراسیون نمیتواند مسابقه داخلی برگزار کند بخاطر این که نمیتواند جدول را به فیده ارسال کند!»,2026-05-13 00:00:00.000 +0330
308,دانشجو مهندسی هوافضا,«بخاطر باگ نرم افزاری،کل ویندوز لپتاپم پرید و مجبور شدم از اول ویندوز۱۱ نصب کنم.تمام درایورهای لپتاپ که برای عملکرد صحیح دستگاه حیاتی ان،باید یا از سایت سازنده یا از طریق Windows Update دانلود بشن. که خب متاسفانه اینکار از دید برخی مخل امنیت کشوره!حالا لپتاپ بدون درایورم،تمام سنسور هاش(وبکم،تاچپد و...)و خروجی میکروفن وHDMIو فانکشنای کیبوردش کار نمیکنن.دوست دارم بدونم این چجور امنیتیه که با آپدیت ویندوز یا اندروید(یا خیلی از استفاده های روزمره ساده از اینترنت) خدشه‌دار میشه!😑»,2026-05-13 00:00:00.000 +0330
309,ادمین,"«من یه پسر معلولم که بعد از سالها تونستم بصورت اینترنتی کار پیدا کنم و یه جا برای ادمینی استخدام شدم
وقتی همه چیز داشت خوب پیش میرفت و داشتم خرج خودم و خواهرمو درمیاوردم و داشتم یه پولی جمع میکردم که باهاش ماشین بخرم که اینترنت قطع شد و درآمدم بسته شد و کارمم از دست دادم:))))))
حالا من چیکار کنم؟ برم بیرون که بهم کار نمیدن بمونم تو خونه که اینترنت قطعه:)
خانواده نامزدم هم میگن تا وقتی کار ثابت پیدا نکنی نمیزاریم با دخترمون ازدواج کنی
مگه من چه گناهی کردم که به این دنیا اومدم💔»",2026-05-13 00:00:00.000 +0330
310,نامشخص,«نامزدم ایرانی نیست،ارتباط گرفتن باهاش سخت شده و تو این شرایط فرصتی نداریم ببینیم همو، در یوتیوب فیلم های آموزش برنامه نویسی رو از یه فرد خارجی میدیدم اما با نبود اینترنت در این مدت زیاد زندگی برام مختل شده، ما مردم کره شمالی نیستیم که از بدو تولد بدون اینترنت زندگی خود رو ادامه بدیم تا به اینترنت داخلی عادت داشته باشیم، برای اینکه بخوایم مثل اونا باشیم خیلی دیر شده . وصل کردن اینترنت در شرایط تقریبا آرام کوچک ترین وظیفه ایه که میتونید تو این وضعیت انجام بدید»,2026-05-13 00:00:00.000 +0330
311,نامشخص,«من یه دختر معلولم که تنها راه ارتباطم با دنیای بیرون اینترنت بود ولی الان 75 روزه که فقط در و دیوار اتاقمو نگاه میکنم و گریه میکنم بدتر از همه اینکه خانوادمم درکم نمیکنن:)))»,2026-05-13 00:00:00.000 +0330
312,نامشخص,«۳۱ سالمه خرج خانوادم و پدر و مادر و خواهرم با خرج مامان بزرگم و من میدم ، هیچ پس اندازی برای آینده خودم ندارم هر چی داشتم با جون و دل پای خانواده ریختم و الان نمیدونید با چه مشقتی و به سختی ذره ذره پول در میارم و اجاره خونه و مایحتاج ۲ تا خانواده چطور کمرم و شکسته ، حیف حیف این همه تلاش بی فایده ، حیف نداشتن آینده  ، تمام جوونیم و برای بقیه تلاش کردم آخرشم با قطع اینترنت ورشکست شدم»,2026-05-13 00:00:00.000 +0330
313,گرافیست,"«من یه پسر 30 ساله ام که تو خونه به دلیل شرایط مادرم کار میکردم، اونقدرا نمیشه اسمش رو گذاشت کار ولی اینقدری بود که دستم تو جیب خودم باشه ولی از وقتی اینترنت قطع شده برای یه آهنگ بی کلام ساده هم نمیتونم سرچ بزنم اگه هم گوگل بالا میاد سایت ها باز نمیشن
خسته شدم نه آینده ای دارم نه شوقی برای زندگی دلخوشیمم دیدن ریلزای اینستا بود که همونم دیگه ندارم 
دلم برا عکسایی که خانواده میزاشتن توی فضای مجازی و دورا دور میدیدم عکسا رو تنگ شده»",2026-05-13 00:00:00.000 +0330
314,دانشجو طراحی لباس,"«من دانشجوام و هزینه دانشگاه هنرم بیش از حد زیاده از برنامه هایی مثل یوتیوب و اینستا خیلی استفاده میکنم اما با این وضعیت کلا همه زندگیم بهم ریخته 
کار ناخن هم شروع کردم و هزینه وی پی ان ندارم و این خیلی سخته که اینجوری زندگی کنم اونم تو این سن کنم 
امیدوارم همه چی درست بشه (:»",2026-05-13 00:00:00.000 +0330
315,برنامه نویس,«دوبار تعدیل شدم به خاطر وضعیت اینترنت. تنها دلخوشی من، رفتن تو یوتیوب، آموزش دیدن و پروژه زدن بود تا یه کمکی به خودم و جامعه اطرافم بکنم و درآمد داشته باشم. بیکار و بی‌پول.»,2026-05-13 00:00:00.000 +0330
316,دانش‌ آموز,"«من خیلی ساله که زبان میخونم. و عملا زبانم تکمیله فقط یه مدرک مونده.
اما بعد از این قطعی ها توانایی ارتباط گرفتن با افراد به انگلیسی رو از دست دادم و مهارت گفتار و نوشتارم بشدت افت کرده چون نمیتونیم تمرین درستی داشته باشم.
کسی نیست که بتونم درست باهاش این تمرین هارو بکنم
شاید مشکلم به بزرگی بقیه نباشه ولی واقعا داره اذیتم میکنه.»",2026-05-13 00:00:00.000 +0330
317,دانشجو,"«برای من که سئو کار میکنم دسترسی به ابزار های مربوط خیلی ضروریه
عملا کسب و کار ما فلج شده
و به هیچ چیز دسترسی نداریم
از اون گذشته نه میشه دوره های آموزشی مناسب تماشا کرد و نه میشه
از منابع آموزشی مربوط استفاده کرد»",2026-05-13 00:00:00.000 +0330
318,فروشنده,«ی درآمد کمی داشتم از انلاین شاپم الان همونم ندارم»,2026-05-13 00:00:00.000 +0330
319,هنرمند,«من هنرمندم و پیج و فروش آنلاین داشتم، تو شهرستان زندگی میکنم و فیزیکی و حضوری نمیتونم کارامو بفروشم، حتی متریال کارمم وارداتی بود و دیگه نیست.. قطعی اینترنت برای من رسما پایانه برای همه چی.. برای زندگی.. برای امید... روحیه ام داغونه این مدت»,2026-05-13 00:00:00.000 +0330
320,ایده پرداز,«ما دونفر کلی برای سایت زحمت کشیدیم و سه سال زمان گذاشتیم هاست سایت ایرانی نبود و همین موضوع باعث شد نتونیم پرداخت بزنیم هزینه دلاری هاستینگ رو و سایتمون و تمام زحماتمون پرید من به نوبه خودم میگم دوتا جوان داشتیم از این سایت نون درمیاوردیم و کاسبی میکردیم اما نشد که بشه»,2026-05-13 00:00:00.000 +0330
321,شطرنج باز,"«15سالمه شطرنج بازم من 80درصد تمرینات از طریق اینترنت و بازی کردن افراد مختلف تو سراسر جهان تو سایت lichess . org و chess . Com 
آنلاین دیتابیس و ... بود حالا ک هفتاد روز از قطعی اینترنت میگذره ارتباطم با دنیای بیرون قطع شده مسابقاتم کنسل شده و قطعی اینترنت  آسیب خیلی زیاده بهم زده»",2026-05-13 00:00:00.000 +0330
322,دانش آموز,"«من یک دانش آموز کنکوری هستم. جدای از وضع نابسامان اطلاع رسانی ها و عدم اعلام تاریخ دقیق برای امتحاناتم، چه نهایی و چه کنکور، و علیرغم تمام این سردرگمی‌ها و بی برنامگی‌ها، قطعی اینترنت ضربه مهلکی به وضع درسی ام زده. خیلی از کتاب‌ها، جزوات، آزمون‌ها، نمونه سوال ها و ... رو میتوانستم قبلاً به راحتی از تلگرام و کانال هایی که فایل‌های آزمون ها را می‌گذاشتند بردارم ولی الان همان هم ندارم و تمکن خرید تمام منابع را هم ندارم.
متاسفم برای خودم و هم دوره‌ای‌هام»",2026-05-12 00:00:00.000 +0330
323,گیمر,«سلام من یک گیمر هستم و درآمدم از گیم هست ولی از موقعی که اینترنت قطع شد کامل من درآمد رو از دست دادم و یه سریع لوازم گرفتم بودم واسه کارم قسطی که بتونم کیفیت کارم رو بیشتر کنم و درآمدی که ازش در میارم قسط لوازم رو بدم الان که اینترنت قطع شد من دارم پیک موتوری کار میکنم و قسط لوازم رو میدم چی بگم والا هیچی💔🥲»,2026-05-12 00:00:00.000 +0330
324,دانش آموز,"«من یوتیوب کار میکردم و یکم مونده بود به درامد برسم ولی خوب اینترنت اینطوری شد و کلا ناامید شدم از همچی 
و الان یه گیگ کانفیگ که بخری بری تلگرام و بیایی تموم شده»",2026-05-12 00:00:00.000 +0330
325,نامشخص,"«۷۰ روز کل دنیا داره آپدیت میشه کلی گیم تکنولوژی جدید آمده کلی اکانت تلگرام اینستاگرام پلی استیشن 
زندگی حوصله سر بر شده گیم نمیشه زد زندگی روال عادی نداره کلا رو اعصابه شده 
من کلا چند ساعت تونستم وصل شم تو این ۷۰ بعدش هیچی به هیچی انگار ن انگار مردم زندگی دارن»",2026-05-12 00:00:00.000 +0330
326,نامشخص,«من در شهرستان خیلی دوری زندگی میکنم و تنها راهی که شاید یادم میرفت و میتونستم با دنیا ارتباط بگیرم وحس زندگی کنم اینکه از افسردگی کم بشه اینترنت بود جایی که کسی برام تصمیم نمیگرفته چی ببینم خودم تصمیم گیرنده بودم در دنیای آزاد بی دغدغه و شاید تنها دل خوشی مردم بود»,2026-05-12 00:00:00.000 +0330
327,دانشجو,«دانشجو هستم، برای انجام پژوهش ها و تهیه ی گزارش و تحویل به استاد ها واقعا به اینترنت و گشتن تو مقاله های زیادی رو نیاز دارم باید با دنیا ارتباط داشته باشیم،  این وضعیت رو علم هم تاثیر گذاشته و در روز های آینده مشاهده گر پسرفت در تمام زمینه ها هستیم مخصوصا مهندسی ها و دانشجو های ارشد ، از دنیا عقب بودیم اللن عقب مونده تر شدیم و در آینده هم این خسارات جبران ناپذیره و باعث عقب ماندگی  همه میشه»,2026-05-12 00:00:00.000 +0330
328,نامشخص,«خسته از سر کار که میومدم تو تلگرام اینسناگرام میرفتم الان که نیست واقعا سخت شده»,2026-05-12 00:00:00.000 +0330
329,بازی ساز - انیمیتور,«من یک بازی ساز هستم، تقریبا تمام روز رو میشستم و اموزش میدیدم، با بازی ساز های خارجی مشورت میکردم، صحبت میکردم مدل سه بعدی دانلود میکردم و .. ؛ اما اینترنت ملی همشو ازم گرفت. اگه برای مثال سایت درست حسابی داشتیم، که به درد بخوره شاید باهاش کنار میومدم. ولی حتی یک مطلب که کمکم کنه وجود نداره..؛»,2026-05-12 00:00:00.000 +0330
330,نقاش,«سفارش های نقاشی که از طریق تلگرام میگرفتم به باد رفت تمام آموزش های مفیدی که از یوتیوب می‌دیدم الان همه کارام رو هواست داشتم پیشرفت میکردم تازه😭🥲»,2026-05-12 00:00:00.000 +0330
331,برنامه‌نویس,«من یه برنامه نویس هستم که تو سایت Upwork و در پروژه های تحقیقاتی فعالیت میکردم تنها درآمدم تنها سرمایم تنها دلخوشبم ... وقتی اینترنت قطع می‌شه، برنامه‌نویس بودن یعنی فلج شدن. نه npm نه pip نه Stack Overflowیه ارور ساده رو که قبلا با ۳۰ ثانیه زمان حل میکردم الان تویه هفته حل می‌کنم.به آپدیت امنیتی دسترسی ندارم.توی کتابخونه‌های قدیمی گیر کردم. بدتر ازهمه،حس قطع شدن از تمام جواب‌هایی که بقیه تو فروم ها قبلا پیدا کردن. یعنی برگشت به عصر حجر برنامه‌نویسی.کاش حال مردم رو درک میکردن»,2026-05-12 00:00:00.000 +0330
332,فروشنده ادکلن و شال,«من قبلا که اینترنت ها مجازی بود توی اینستا کلی مشتری های جدیدی داشتم که فروش های من رو عالی می کرد حداقل ۸ تا ۶ مشتری جدید داشتم تو روز های خوب اما الان اینترنت ها که ملی شده نمیتونم کاری بکنم خیلی کمتر مشتری میاد و فروشم کاهش یافته»,2026-05-12 00:00:00.000 +0330
333,دانش آموز,«دانش آموز هستم هستم. شاید با خودتون بگید من سنی ندارم (۱۵) که همچین چیزی بنویسم، ولی این قطعی رو همه تاثیر گذاشته. من عاشق کار با لپتاپم و از دوره های مختلف گرفته تا صرفا تفریح توش داشتم. با دوستام در هفته گیم می زدیم و جزو تنها کارایی بود که بهم حس خوشایند می داد. بعد قطعی اینترنت، انگار یه دره بین من و تمام ارتباطاتم با دنیای بیرون ایجاد شد. سایت هایی مثل اسکای روم رو که اصلا در موردش حرف نمی زنم. شاید به اندازه بعضیا آسیب ندیده باشم، اما همینقدر هم برای گنجایش من، زیادیه..»,2026-05-12 00:00:00.000 +0330
334,مددکار،امدادگر،کادر درمان,"«من علنا هیچکس رو ندارم و با مادرم زندگی میکنم،تمام زندگیم از شروع نوجوانی درحال کار و تلاش و کمک به بقیه بودم درحالی که هرسال آرزوهام عقبتر میوفتاد چون حمایتی نداشتم.
مددکار و امدادگر هستم و دوستام همه از ایران رفتن و تنها راه ارتباطی من با زندگی فقط اینترنت بود
من در ایران فقط زنده هستم و مثل ربات فقط کار میکنم برای کمک به دیگران و تنها دلخوشی و مرحم تنهایی هام اینترنت و یوتیوب و دوستام بودن.
توی این دوماه قطعی اینترنت تازه فهمیدم چقدر تنهام و واقعا هیچکس رو ندارم.
لعنت..»",2026-05-11 00:00:00.000 +0330
335,کارگر,«خسته از سرکار ک می‌رسیدم خونه.. تنها دلخوشیم اینترنت و گیم بود... اما همونم ازمون گرفتن»,2026-05-11 00:00:00.000 +0330
336,دانشجو، برنامه نویس,"«من چند سالی از عمرم رو با ناامیدی مطلق زندگی کردم
پاییز پارسال به طرز معجزه آسایی از دو تا کارفرمای خارجی تو تلگرام سفارش پروژه ازم شد
و تونستم با کسب درآمد یه کم دوباره امید و اعتماد به نفسم رو به دست بیارم
ولی با قطعی دی ماه و دوباره اسفند ماه نه اعتباری پیش اون ها برام مونده و نه بعد از قریب به ۴ ماه قطعی اینترنت و بیکاری برگردم سر پروژه زدن
الان به لطف قطع شدن اینترنت حتی بیش از قبل تو ناامیدی و افسردگی و بیکاری زندگی میکنم...»",2026-05-11 00:00:00.000 +0330
337,پزشک,«پدرشوهرم گوشیش از کار افتاده بود و باید اپدیت میشد تا درست شه. چون اینترنت قطع بود نشد کاریش کنن. فعلا سیستم عاملشو از کار انداختن، تمام دیتای گوشیش غیر قابل دسترس شده، فقط میتونه تماس بگیره و پیام بده.»,2026-05-11 00:00:00.000 +0330
338,دانشجو,«۵ تا دوره آموزش هنری توی تلگرام ثبت نام کرده بودم گذاشته بودم تابستون که شد فیلمهارو دانلود کنم و آموزشو شروع کنم تا باهاش کسب درامد کنم که دیگه هیچ .هزینه دوره هام روی هم ۱۴ تومن شد برای منی که ۱ میلیونم برای کلی پوله خیلی سنگینه . از شوهر خواهرم پول گرفته بودم که پیشش خیلی شرمنده ام»,2026-05-11 00:00:00.000 +0330
339,دانشجو,"«من فارغ التحصیل ارشد هستم, بعد از دو ماه vpn خریدم و ایمیلم رو باز کردم و دیدم هفته سوم جنگ از یه ژورنال معتبر برای یک مقاله معتبر پیشنهاد داوری بهم داده شده بود! یک فرصت عالی برای بهبود رزومه و تجربم رو از دست دادم. در همچین مواردی وقتی مودبانه ایمیل بدی و درخواست رو رد کنی یه بحثه, اگر کلا جواب ایمیل رو ندی اصلا بی اعتبار میشی و دفعه بعدی دیگه آدم حسابت نمیکنن و میری تو لیست سیاه اکادمیک 😔»",2026-05-11 00:00:00.000 +0330
340,برنامه‌نویس,«تازه بعد فارغ التحصیلی از رشته کارشناسی علوم کامپیوتر خارج شده بودم. دنبال ارشد هم نرفتم چون بنظرم اومد که درس خوندن بیشتر تو اینجا به هیچ دردی نمیخوره. قبل اینکه برم سربازی داشتم پروژه شخصی خودمو جلو میبردم. تمام منابع آموزشی و هوش مصنوعی هایی که استفاده میکردم از دستم خارج شده. جیب خالی هم دارم، نمیتونم پول کانفیگ بدم. یه سری منابع آفلاین هم دم دستم دارم ولی قطعی اینترنت یه جوری تمرکز رو ازم گرفته که عملاً فلج شدم. اصلا امیدی هست که دوباره رنگ اینترنت آزاد رو ببینیم؟...»,2026-05-11 00:00:00.000 +0330
341,گیمر ,«برای من زندگی با دوستام قابل تحمل تر میشد. همون وقتایی که باهاشون تو دیسکورد زمان رو میگذروندم. ایرانی و خارجی. اتفاقاً میخواستم از این راه مهارت های زبانم رو تقویت کنم. الان دقیقا ۷۰ روز هست که هیچ انرژی و شوقی برای ادامه‌ی زندگی ندارم.»,2026-05-11 00:00:00.000 +0330
342,دانش آموز,«من بچه طلاقم، بیشتر روز خونه تنهام، تنها تفریحم اینترنت بود، چیزی که باعث خوشحالیم میشد اینترنت بود، اینترنت بود که باعث میشد به دنیای اطرافم توجه نکنم و حالم بد و بدتر نشه، و حالا.. زمان زیادی میگذره، بعضی اوقات با خودم میگم شاید اگه ایرانی نبودم زندگیم بهتر بود»,2026-05-11 00:00:00.000 +0330
343,تریدر,«5 سال پیش با کلی شور و شوق شروع کردم به یادگیری ترید. توی این 5 سال کلی آموزش دیدم وقت گذاشتم، روزی 12 ساعت پای چارت بودم. سال 2026 تازه به یه سود مستمر کوچیک رسیده بودم که خوردیم به این وضعیت. حیف ...»,2026-05-11 00:00:00.000 +0330
