"id","sender_name","experience_text","published_date"
67,آرمیتا ، دانش آموز,«فقط نیاز به یه سرچ ساده بود تا خیلی راحت جواب سوالامو پیداکنم‌. حدودا یه ماه حتی به گوگل ترنسلیت هم برای ترجمه دسترسی نداشتم. در حال حاضر هیچکدوم از دیکشنری های آنلاینم کار نمیکنن و انگلیسی خوندن من مختل شده‌ منبع انگیزم(vitto)، منبع آموزشیم(استاد فرهمندنیا) و خیلی از منابع دیگم دیگه قابل دسترسی نیستن. من باید با این اوضاع چطور درس بخونم؟ کلاسا آنلاینن با این وضعیت نت!هر آن ممکنه از کلاس پرت بشم بیرون. هر آن ممکنه صدای دیبر کلا قطع بشه. درباره آزمونها هم گه نگم براتون. افتضاح»,2026-05-06 00:00:00.000 +0330
68,. ، دانش آموز,«سلام من یه دانش آموز متوسطه دوم هستم. برای اینکه خرج کلاسای تخصصی بالانره از تلگرام ویدیو آموزشی زیست شناسی دانلود میکردم و با اونا پیش میرفتم اما الان باید ساعتها تو روبیکا بگردم دنبال یه ویدیو که باز بشه‌ به علاوه نت خیلی ضعیفه کلاسامون آنلاینه و بشدت اذیتمون میکنه‌ آزمون آنلاینه باید عکس آپلود کنیم و نمیتونیم . به خاطر وضعیت اینترنت خیلی از درسا رو مدرسه عقب افتاده و این فقط و فقط به ما فشار بیشتری وارد میکنه.»,2026-05-06 00:00:00.000 +0330
69,ناشناس,"«سلام من فاطمه‌م، تازه با دنیای کارمندی خدافظی کرده بودم و داشتم به صورت فریلنسری تولید محتوا میکردم 
دقیقا از ۹ دی تا الان با هیچ کارفرمایی نتونستم کار کنم و خب شد ۵ ماه که من بیکارم :)»",2026-05-06 00:00:00.000 +0330
70,یک برنامه نویسی که آینده ندارم,«من خیلی معتاد یوتیوب بود پادکست های زبان گوش میدادم داشتم کمکم می کرد زبان یاد بگیرم الان هیچ چیز دیگه ای نیست بیشتر تو این مدت افسردگی گرفتم»,2026-05-05 00:00:00.000 +0330
71,Kento ، YouTuber,«سلام الان که این روایت مینویسم از همچی نا امید شدم بعد مدت ها بود که کانال یوتیوبم داشت شناخته میشد مردم اشنا میشدن باهاش حتی با بزرگان کامینیونیتی خودمم کلی حرف میزدم شناخته شده بودم براشون اما حالا نه کسب کاری برام مونده برای بار دوم ورشکست شدم و نه امیدی به زندگی حتی یوتیوب هم که دلخوشیم بود ازم گرفته شد»,2026-05-05 00:00:00.000 +0330
72,حسین,«من تنها دلخوشیم اهنگام بود ، اکثر ساعات روزم رو ب اهنگ گوش دادن اختصاص میدادم و کلی پلی لیست کاستومایز شده داشتم ؛ حالا بخاطر قطعی اینترنت دیگه دسترسی به اهنگام ندارم و هرروز حالم بدتر میشه»,2026-05-05 00:00:00.000 +0330
73,ناشناس,«تصمیم گرفتم بجای هزینه کلاس خودم خودآموز هنر موسیقی رو ادامه بدم، از سایت های مختلف آموزش میدیدم و نت دانلود میکردم‌. اما حالا چی؟ ذره تفریحی که به عنوان نوجوان ایرانی تنها داشتم هم ازم گرفته شده احساس میکنم حتی وجود خارجی هم ندارم.»,2026-05-05 00:00:00.000 +0330
74,A.Nikoo ، مژه کار - دانشجو,«من مژه کارم و بیشتر مشتری ها و هنرجو هایی که جذب میکردم از طریق اینستاگرام بود الان کار نکردن به صرفه تره با اجاره های سالن و متریالی که هر هفته داره گرون و گرون تر میشه ...»,2026-05-05 00:00:00.000 +0330
75,ناشناس,«من کنکوری هستم، فیلم های آموزشی رو از تلگرام دانلود میکردم. الان هیچ راهی درس خوندن ندارم؛ تنها کاری که میکنم اینه هر روز به زمان که داره میگذره خیره میشم و رنج میکشم. این حق من نبود که تایم طلاییم رو جوری از دست بدم که به فکر یکسال پشت کنکور بودن باشم....»,2026-05-05 00:00:00.000 +0330
76,هیراد ، برنامه‌نویس سابق,"«قبل از قطعی چند تا ربات تلگرامی دانلود فیلم و سریال و ربات تبلیغات گسترده داشتم. یه درآمد بخور و نمیری داشت...
از دی ماه که اینترنت عملا قطع شده صفر شدم. حتی فاکتور سرور هایی که داشتم رو هم نمی‌تونم پرداخت کنم اکانت دیتاسنترم مسدود شده به خاطر قطعی حتی نتونستم از کد ها و دیتابیس ها بکاپ بگیرم و همش از دست رفت.
واقعا دیگه برگشتی برام وجود نداره :(»",2026-05-05 00:00:00.000 +0330
77,ناشناس ، YouTuber,«من یک یوتیوبری بودم که نزدیک شده بود به در آمد زایی و داشتم آینده ام رو تضمین میکردم چون توی کامیونیتی خارجی بودم ... الان هم که علاف نشستم توی خونه و هیچ امیدی هم ندارم»,2026-05-05 00:00:00.000 +0330
78,ارشیا ، یوتیوبر,"«سلام من تولید کننده محتوا توی یوتیوب خارجی ام
تقریباً به در آمد زایی رسیده بودم که اینترنت ملی شد. قرار بود با در آمد ام کمک خرج خانواده باشم که نشد و الان هم یه شغل پاره وقت مسخره دارم .
کانفیگ گرفتم رفتم اکانت ام رو چک کردم و دیدم باید از ۰ تلاش کنم واقعا نمی‌دونم چیکار کنم»",2026-05-05 00:00:00.000 +0330
79,سید امیر ، بی کار,«با این شرایط اقتصادی نه کار هست نه با این هزینه ها میشه سفر رفت نه تفریح کرد می نشستم تو خونه ps فوتبال با چند نفر بازی میکردم چند ساعتی دردام یادم بره الان 66 روزه دارم‌ ایران هلند بازی میکنم اونم به نمیه نرسیده از عصبانیت خاموش میکنم.خیلی بده آدم دستش به هیچ جا بند نباشه از چپ و راست هم درد و حسرت بریزن سرت احساس میکنم دارم‌ خفه میشم»,2026-05-05 00:00:00.000 +0330
80,عماد ، بلاگر,«من عماد بلاگر 23ساله هستم که پیجم با108kداشتم کسب درآمد میکردم که نت ملی شد و همش باید پول کانفینگ بدیم که برای یه ساعت وصل شویم واقعا این حق ما نیست»,2026-05-05 00:00:00.000 +0330
81,Bahar ، دانشجو,«من سالها قبل برادرم مهاجرت کرده و اون تنها کسیه که دارم و حالا که اینترنت قطع شده راه ارتباطی باهاش ندارم.دلم براش تنگ شد(:»,2026-05-05 00:00:00.000 +0330
82,ناشناس ، مدیر IT,"«مدیر IT و برنامه نویس یه شرکت معتبرم.
هر روز مشکلات جدید دارم و اصلا نمیتونم کاری بکنم. نمونه مشکلاتم:
اصلا نمیتونم ویندوز نصب کنم چون دسترسی به درایور ها ندارم.
دامنه رو نمیتونم روی HTTPS بیارم بالا و باید هزینه بدم بابت SSL و Push و Pull نمیتونم از روی Git انجام بدم.
ارتباطات بین الملل کل شرکت قطع شده و نمیتونیم قرارداد خارجی جدید داشته باشیم و مکاتباتی نداریم.
کل پروتکل های VPN بستس و من نمیتونم ارتباط امن داشته باشم از خارج از شبکه برای اتصال به شبکه داخلی.
و هزاران مشکل»",2026-05-05 00:00:00.000 +0330
83,iliya ، دانش‌آموز,«از وقتی که اینترنت قطع شده دیگه هیچ تفریح خاصی نداریم مخصوصا اینکه توی شهر ما چیز زیادی برای تفریح نیست،از طرف دیگر اینترنتی که از ما گرفته شده حق زندگی ماست ما بدون اون نمی‌تونیم تحصیل کنیم کار کنیم تفریح کنیم و... امیدوارم تا زود تر همه ی این روز های تلخ بشه یک خاطره»,2026-05-05 00:00:00.000 +0330
84,نت داغون ، بیکار حال حاضر,"«داشتم ریاضی را با هوش مصنوعی می‌آموختم که فیلتر شد و سپس قطع کامل! ، با این شهریه های سر به فلک کشیده آموزشگاه ها همچنین در حال یادگیری زبان با هوش مصنوعی بودم که آن هم بلاتکلیف مانده است
چند پیج اینستاگرام  فروش کتاب و  ... داشتم که قرار بود منبع درآمدی برایم باشد حال تبدیل به حسرت و ضرر شده‌اند. 
در تلگرام با عزیزانی آشنا شدم که برنامه نویسی به من می‌آموختند و هزار منبع دانلود کتاب و برنامه‌های کاربردی و فیلم داشتم . امروزه اینترنت مهم تر از اکسیژن است!»",2026-05-05 00:00:00.000 +0330
